State,City,AverageTemperature,Country,Date,RecordId,X,Y
New York,New York,16.917,United States,2011-05-01,172979,2,
New York,New York,21.031999999999996,United States,2011-06-01,172980,2,True
New York,New York,24.564,United States,2011-07-01,172981,2,
New York,New York,22.13,United States,2011-08-01,172982,2,
New York,New York,19.301,United States,2011-09-01,172983,2,True
New York,New York,12.001,United States,2011-10-01,172984,2,
New York,New York,8.013,United States,2011-11-01,172985,2,
New York,New York,2.987,United States,2011-12-01,172986,2,True
New York,New York,-0.04100000000000037,United States,2012-01-01,172987,2,
New York,New York,2.185,United States,2012-02-01,172988,2,
New York,New York,8.734,United States,2012-03-01,172989,2,True
New York,New York,10.324000000000002,United States,2012-04-01,172990,2,
New York,New York,17.779,United States,2012-05-01,172991,2,
New York,New York,20.165,United States,2012-06-01,172992,2,True
New York,New York,24.479,United States,2012-07-01,172993,2,
New York,New York,22.730999999999998,United States,2012-08-01,172994,2,
New York,New York,18.177,United States,2012-09-01,172995,2,True
New York,New York,12.436,United States,2012-10-01,172996,2,
New York,New York,4.103,United States,2012-11-01,172997,2,
New York,New York,2.5860000000000003,United States,2012-12-01,172998,2,True
New York,New York,-0.968,United States,2013-01-01,172999,2,
New York,New York,-1.3650000000000002,United States,2013-02-01,173000,2,
New York,New York,2.5180000000000002,United States,2013-03-01,173001,2,True
New York,New York,9.722999999999999,United States,2013-04-01,173002,2,
New York,New York,15.544,United States,2013-05-01,173003,2,
New York,New York,20.892,United States,2013-06-01,173004,2,True
New York,New York,24.721999999999998,United States,2013-07-01,173005,2,
New York,New York,21.000999999999998,United States,2013-08-01,173006,2,
New York,New York,17.407999999999998,United States,2013-09-01,173007,2,True
